point_id,task_id,step,base_action,foresight_action,action_changed,wm_prediction,self_confidence,semantic_correctness,base_success,foresight_success,planning_gain,ambiguity,confidence_separate,logprob_prob,base_action_is_noop
D00011,trial_T20190909_150916_682139,0,go to desk 1,go to desk 1,False,You are now at desk 1. You see a desklamp 1 and a pillow under the desklamp.,0.97,0.6155103445053101,False,False,0,0.25,0.9,0.9107313930403681,False
D00012,trial_T20190909_150916_682139,7,look,look,False,I see a pillow under the desklamp.,0.95,0.5185052156448364,False,False,0,0.5,0.3,0.9573045164736794,True
D00013,trial_T20190909_150916_682139,14,look,look,False,See pillow under the desklamp.,0.95,0.5163577795028687,False,False,0,0.25,0.3,0.8908598742844344,True
D00014,trial_T20190909_150916_682139,22,go to desk 1,go to desk 1,False,You are already at bed 1. Going to desk 1 will not change the current observation of the items on the bed.,0.997,0.588264524936676,False,False,0,0.25,0.3,0.8867946645443332,False
D00015,trial_T20190909_150916_682139,29,look,look,False,See pillow under the desklamp.,0.95,0.5163577795028687,False,False,0,0.0,0.3,0.9257274474655026,True
D00016,trial_T20190907_042856_259139,0,go to drawer 1,go to drawer 1,False,"You are in the middle of a room. Looking quickly around you, you see a armchair 1, a coffeetable 1, a drawer 4, a drawer 3, a drawer 2, a drawer 1, a dresser 1, a garbagecan 1, a sidetable 3, a sidetable 2, a sidetable 1, and a sofa 1. You are now at drawer 1.",0.95,0.5654513239860535,True,True,0,0.25,0.8,0.9881373455871317,False
D00017,trial_T20190907_042856_259139,7,go to drawer 1,go to drawer 1,False,"You arrive at drawer 1. Drawer 1 is open, and you see a book 1, a pen 1, and a photo 1 inside.",0.95,0.8272591829299927,True,True,0,0.25,0.3,0.827889746933749,False
D00018,trial_T20190907_042856_259139,14,go to dresser 1,look,True,You are now at dresser 1.,0.98,0.6592050790786743,True,True,0,0.75,0.3,0.9523603841487204,False
D00019,trial_T20190907_042856_259139,22,examine box 1,examine sidetable 1,True,No change in observation; box 1 is still on coffeetable 1.,0.95,0.4686184823513031,True,True,0,0.25,0.3,0.97518183831161,True
D00020,trial_T20190907_042856_259139,29,examine sidetable 3,go to sofa 1,True,"On the sidetable 3, you see a book 1, a pen 3, a tissuebox 3, and a tissuebox 2.",1.0,1.0,False,False,0,0.25,0.5,0.9862436504607912,True
D00021,trial_T20190909_055248_059513,0,inventory,go to cabinet 4,True,You see a candle in the cabinet 4.,0.95,0.17914722859859467,True,True,0,0.0,0.3,0.9657907230025776,True
D00022,trial_T20190909_055248_059513,3,open cabinet 1,open cabinet 1,False,Cabinet 1 is now open.,0.98,0.6655076146125793,True,True,0,0.25,0.9,0.98848904451777,False
D00023,trial_T20190909_055248_059513,6,open cabinet 2,examine cabinet 2,True,Cabinet 2 is now open.,0.95,0.7500329613685608,True,True,0,0.25,0.3,0.996086028599846,False
D00024,trial_T20190909_055248_059513,10,go to cabinet 1,go to cabinet 1,False,You are at cabinet 1. Cabinet 1 is closed.,0.95,0.6832022070884705,True,True,0,0.25,0.1,0.9440887466311815,False
D00025,trial_T20190909_055248_059513,13,go to cabinet 1,move candle 3 to toilet 1,True,You are at cabinet 1. You see nothing interesting in cabinet 1.,0.95,0.6480977535247803,True,True,0,0.0,0.1,0.9268683047588911,False
D00026,trial_T20190909_010644_297017,0,inventory,go to drawer 1,True,You see a credit card in your inventory.,0.95,0.2636813819408417,False,False,0,0.0,0.1,0.991810099621439,True
D00027,trial_T20190909_010644_297017,7,inventory,inventory,False,I see a credit card in my inventory.,0.95,0.2795338034629822,False,False,0,0.0,0.3,0.9219383227572502,True
D00028,trial_T20190909_010644_297017,14,open drawer 3,open drawer 3,False,Drawer 3 is now open.,0.98,0.7886073589324951,False,False,0,0.5,0.9,0.9941674045890786,False
D00029,trial_T20190909_010644_297017,22,inventory,inventory,False,You see the credit card in your inventory.,0.95,0.23402459919452667,False,False,0,0.25,0.1,0.9891850488046845,True
D00030,trial_T20190909_010644_297017,29,go to drawer 1,go to cabinet 1,True,You are at drawer 1.,0.99,0.7425858974456787,False,False,0,0.0,0.3,0.909440214836774,False
D00031,trial_T20190909_032340_274147,0,look,look,False,You see a mug on sidetable 2.,0.95,0.27338656783103943,True,True,0,0.75,0.3,0.9795488523567781,True
D00032,trial_T20190909_032340_274147,4,look,look,False,"On the sidetable 1, you see a keychain 1 and a mug.",0.95,0.6283857226371765,True,True,0,0.25,0.3,0.9763629352796893,True
D00033,trial_T20190909_032340_274147,7,inventory,inventory,False,"On the sidetable 2, you see an alarmclock 1, a cd 1, a pencil 2, and a mug.",0.95,0.10973009467124939,True,True,0,0.5,0.3,0.9965604450151702,True
D00034,trial_T20190909_032340_274147,10,examine sidetable 2,examine sidetable 2,False,sidetable 2 is empty,0.95,0.534917950630188,True,True,0,0.0,0.3,0.9399578250458048,True
D00035,trial_T20190909_032340_274147,14,examine mug 1,examine sidetable 1,True,You examine mug 1 and notice it is clean with a red handle.,0.95,0.6775895357131958,True,True,0,0.0,0.3,0.8539374665170933,True
D00036,trial_T20190909_021000_274398,0,inventory,go to armchair 1,True,You see a remotecontrol in your inventory.,0.95,0.1834801286458969,True,True,0,0.5,0.3,0.9963656699002145,True
D00037,trial_T20190909_021000_274398,2,go to armchair 1,go to coffeetable 1,True,"You are now near armchair 1. Looking around, you see the armchair but no remote control.",0.92,0.5145681500434875,True,True,0,0.25,0.7,0.9537364181685036,False
D00038,trial_T20190909_021000_274398,3,look,look,False,"On the armchair 1, you see a creditcard 1 and a remotecontrol 1.",0.95,0.4783656597137451,True,True,0,0.5,0.3,0.9626571549345483,True
D00039,trial_T20190909_021000_274398,4,take remotecontrol 1 from coffeetable 1,take remotecontrol 1 from coffeetable 1,False,"You are at armchair 1. You now hold remotecontrol 1. On the coffeetable 1, you see a candle 1, a houseplant 2, a laptop 1, and a remotecontrol 2.",0.98,0.7916487455368042,True,True,0,0.25,0.8,0.9838978108208192,False
D00040,trial_T20190909_021000_274398,6,examine armchair 1,look,True,You examine armchair 1 and see the creditcard 1.,0.95,0.9090920090675354,True,True,0,0.75,0.9,0.9248182600730898,True
D00041,trial_T20190907_114931_692464,0,go to cabinet 1,go to cabinet 1,False,"You are now in cabinet 1. Inside, you see a spraybottle.",0.95,0.6366754770278931,True,True,0,0.25,0.3,0.9187592388732945,False
D00042,trial_T20190907_114931_692464,4,open cabinet 2,open cabinet 2,False,Cabinet 2 is now open.,0.98,0.7500329613685608,True,True,0,0.0,0.9,0.9776999058516338,False
D00043,trial_T20190907_114931_692464,9,go to cabinet 1,go to cabinet 1,False,You are at cabinet 1.,0.95,0.7214784622192383,True,True,0,0.0,0.7,0.9210238922506297,False
D00044,trial_T20190907_114931_692464,14,go to cabinet 1,go to cabinet 1,False,"You are already in cabinet 1, so no new observation occurs.",0.997,0.5333201885223389,True,True,0,0.0,0.3,0.9179893799540618,False
D00045,trial_T20190907_114931_692464,18,look,go to countertop 1,True,"The cabinet 4 is open. In it, you see a soapbottle 1.",0.997,0.6378846168518066,True,True,0,0.75,0.3,0.9190356519771566,True
D00046,trial_T20190908_122858_883968,0,go to cabinet 1,go to toiletpaperhanger 1,True,"You are in the middle of a room. Looking quickly around you, you see a bathtubbasin 1, a cabinet 2, a cabinet 1, a countertop 1, a garbagecan 1, a handtowelholder 1, a sinkbasin 1, a toilet 1, a toiletpaperhanger 1, and a towelholder 1. You are now inside cabinet 1.",0.95,0.5892220139503479,True,True,0,0.0,0.3,0.9764768579844525,False
D00047,trial_T20190908_122858_883968,1,open cabinet 1,examine cabinet 1,True,Cabinet 1 is now open.,0.98,0.6421037912368774,True,True,0,0.25,0.9,0.9932721914877353,False
D00048,trial_T20190908_122858_883968,2,take toiletpaper 1 from cabinet 1,take toiletpaper 1 from cabinet 1,False,"You take toiletpaper 1 from cabinet 1. Cabinet 1 now contains a candle 1, a cloth 2, a soapbar 1, a spraybottle 2.",0.997,0.7768417000770569,True,True,0,0.25,0.8,0.9471448732182681,False
D00049,trial_T20190908_122858_883968,3,go to toiletpaperhanger 1,go to toiletpaperhanger 1,False,You go to the toiletpaperhanger 1 and place toiletpaper 1 on it.,0.97,0.7880405187606812,True,True,0,0.0,0.9,0.9613629441192924,False
D00050,trial_T20190908_122858_883968,4,examine toiletpaper 1,examine toiletpaper 1,False,You examine toiletpaper 1 and see it is rolled and intact.,0.95,0.6061283946037292,True,True,0,0.5,0.3,0.9737459407306055,True
D00051,trial_T20190909_051813_197569,0,inventory,go to sidetable 1,True,You see a watch in your inventory.,0.95,0.29118677973747253,False,False,0,0.5,0.3,0.9896238204612624,True
D00052,trial_T20190909_051813_197569,7,examine sidetable 1,go to drawer 1,True,I see nothing on the sidetable.,0.95,0.6634989976882935,False,False,0,0.0,0.8,0.9041518741163229,True
D00053,trial_T20190909_051813_197569,14,examine sidetable 1,examine sidetable 1,False,"I see nothing on the sidetable, but I now understand its structure better.",0.95,0.6360531449317932,False,False,0,0.0,0.7,0.957260013904814,True
D00054,trial_T20190909_051813_197569,22,examine sidetable 2,examine sidetable 2,False,"On sidetable 2, you see a creditcard 1, a remotecontrol 2, and now you notice a watch 1.",0.95,0.865247905254364,False,False,0,0.0,0.3,0.9910862592997316,True
D00055,trial_T20190909_051813_197569,29,look,go to drawer 1,True,see creditcard 1 and remotecontrol 2 on sidetable 2,0.98,0.4618581533432007,False,False,0,0.0,0.8,0.9526252541963979,True
D00056,trial_T20190908_052007_212776,0,inventory,go to drawer 1,True,You see a clean butterknife in your inventory.,0.95,0.23252783715724945,False,False,0,0.25,0.1,0.9905598939090249,True
D00057,trial_T20190908_052007_212776,7,open cabinet 2,open cabinet 2,False,Cabinet 2 is now open.,0.98,0.7500329613685608,False,False,0,0.0,0.9,0.9769030512965102,False
D00058,trial_T20190908_052007_212776,14,open cabinet 3,open cabinet 3,False,Cabinet 3 is now open.,0.98,0.6914652585983276,False,False,0,0.0,0.7,0.9886745555309251,False
D00059,trial_T20190908_052007_212776,22,open drawer 4,open drawer 4,False,Drawer 4 is now open.,0.98,0.6418873071670532,False,False,0,0.0,0.9,0.961841002941168,False
D00060,trial_T20190908_052007_212776,29,open drawer 7,open drawer 7,False,Drawer 7 is now open.,0.98,0.7935941815376282,False,False,0,0.25,0.9,0.954033234597789,False
D00061,trial_T20190908_144357_621068,0,go to sinkbasin 1,go to countertop 1,True,You are now at sinkbasin 1. You see a dishsponge on the countertop 1 nearby.,0.95,0.767132043838501,False,True,1,0.25,0.7,0.9692050838500674,False
D00062,trial_T20190908_144357_621068,7,go to countertop 1,go to cabinet 1,True,Place cloth 2 on countertop 1.,0.95,0.48427480459213257,True,False,-1,0.5,0.8,0.9853271001679734,False
D00063,trial_T20190908_144357_621068,14,examine countertop 1,go to sinkbasin 1,True,see cloth 2 on countertop 1,0.95,0.5663718581199646,True,False,-1,0.0,0.8,0.8871967131869618,True
D00064,trial_T20190908_144357_621068,22,go to sinkbasin 1,go to cabinet 1,True,You are at sinkbasin 1.,0.99,0.758983850479126,True,False,-1,0.5,0.3,0.9314387220266256,False
D00065,trial_T20190908_144357_621068,29,go to sinkbasin 1,go to sinkbasin 1,False,"On the countertop 1, you see a candle 1, a cloth 2, a mirror 1, a showerglass 1, a soapbottle 1, and a dishsponge 1.",0.95,0.38454902172088623,True,True,0,0.5,0.3,0.9651392701921848,False
D00066,trial_T20190909_121908_219603,0,go to cabinet 1,go to cabinet 1,False,"You are now in cabinet 1. Inside cabinet 1, you see a clean ladle.",0.95,0.6860884428024292,False,False,0,0.0,0.3,0.9624031456413454,False
D00067,trial_T20190909_121908_219603,7,go to cabinet 2,go to cabinet 2,False,You are at cabinet 2. Cabinet 2 is open.,0.95,0.7860091924667358,False,False,0,0.0,0.3,0.9749914876265516,False
D00068,trial_T20190909_121908_219603,14,go to cabinet 1,go to cabinet 1,False,You are at cabinet 1. Cabinet 1 is closed.,0.95,0.7988758683204651,False,False,0,0.0,0.1,0.9444342779211305,False
D00069,trial_T20190909_121908_219603,22,open cabinet 5,open cabinet 5,False,Cabinet 5 is now open.,0.98,0.7858682870864868,False,False,0,0.25,0.8,0.991846290399163,False
D00070,trial_T20190909_121908_219603,29,open drawer 6,examine drawer 6,True,Drawer 6 is now open.,0.98,0.7914043664932251,False,False,0,0.0,0.3,0.940217372297509,False
D00071,trial_T20190908_100138_446072,0,go to cabinet 1,go to cabinet 1,False,"You are now in cabinet 1. Inside, you see a bunch of lettuce.",0.95,0.6769315600395203,True,True,0,0.5,0.3,0.9555632248243292,False
D00072,trial_T20190908_100138_446072,3,go to cabinet 1,look,True,"You are still in the cabinet 1 area. The fridge 1 remains open, and you see a bowl 1 and a potato 1 inside it.",0.95,0.6438441872596741,True,True,0,0.0,0.3,0.8822488547808437,False
D00073,trial_T20190908_100138_446072,6,go to cabinet 4,go to cabinet 4,False,"You go to cabinet 4. Cabinet 4 is closed. In it, you see a bunch of lettuce.",0.95,0.7609109282493591,True,True,0,0.5,0.3,0.950791415856247,False
D00074,trial_T20190908_100138_446072,8,go to sinkbasin 1,go to sinkbasin 1,False,You go to sinkbasin 1 and begin washing the lettuce 1.,0.98,0.5774630308151245,True,True,0,0.5,0.9,0.932340584441861,False
D00075,trial_T20190908_100138_446072,11,go to cabinet 1,examine lettuce 1,True,"Fridge 1 is still open, contains a bowl 1 and a potato 1, and no change is observed in the location or state of lettuce 1.",0.95,0.3256151080131531,True,True,0,0.0,0.3,0.8450791668409169,False
D00076,trial_T20190906_202340_749336,0,look,go to countertop 1,True,You see a clean soapbar on the countertop 1.,0.95,0.1623985916376114,False,False,0,0.5,0.3,0.9669252764719617,True
D00077,trial_T20190906_202340_749336,7,open drawer 1,open drawer 1,False,drawer 1 is open,0.95,0.6588762998580933,False,False,0,0.0,0.3,0.9923208876707621,False
D00078,trial_T20190906_202340_749336,14,open drawer 1,open drawer 1,False,drawer 1 is open,0.997,0.6588762998580933,False,False,0,0.25,0.9,0.9824733046690306,False
D00079,trial_T20190906_202340_749336,22,open drawer 1,open drawer 1,False,drawer 1 is now open,0.997,0.6249546408653259,False,False,0,0.5,0.9,0.9832135402191823,False
D00080,trial_T20190906_202340_749336,29,examine drawer 1,go to sinkbasin 1,True,drawer 1 is still empty,0.95,0.7921174168586731,False,False,0,0.0,0.9,0.9743840373737956,True
D00081,trial_T20190909_012550_586494,0,go to fridge 1,go to fridge 1,False,"You are now in the fridge 1. You see a tomato, a carrot, and a bottle of milk.",0.95,0.5783945918083191,True,True,0,0.0,0.9,0.9388859422849809,False
D00082,trial_T20190909_012550_586494,2,take tomato 1 from fridge 1,take tomato 1 from fridge 1,False,Tomato 1 is now in hand.,0.98,0.6758493185043335,True,True,0,0.0,0.9,0.8891958383003669,False
D00083,trial_T20190909_012550_586494,4,examine tomato 1,clean tomato 1 with sinkbasin 1,True,You examine tomato 1 and notice it is slightly bruised but still edible.,0.95,0.6213387250900269,True,True,0,0.25,0.8,0.9113799209842219,True
D00084,trial_T20190909_012550_586494,6,take tomato 1 from sinkbasin 1,examine sinkbasin 1,True,tomato 1 is now in hand,0.95,0.6732743382453918,True,True,0,0.25,0.3,0.9740034701465019,False
D00085,trial_T20190909_012550_586494,8,examine tomato 1,go to sinkbasin 1,True,"On countertop 1, you see a bread 1, a butterknife 1, a dishsponge 1, a fork 1, a knife 1, a mug 3, a pan 1, a peppershaker 2, a saltshaker 2, a saltshaker 1, a soapbottle 1, a spoon 2, and a tomato 1.",0.99,0.4374329447746277,True,True,0,0.0,0.9,0.9654303886978852,True
D00086,trial_T20190909_112912_154874,0,inventory,look,True,You see a cool bowl in the cabinet 5.,0.95,0.1465638428926468,False,False,0,0.5,0.3,0.9528165396111207,True
D00087,trial_T20190909_112912_154874,7,inventory,go to shelf 1,True,I see nothing in my inventory.,0.95,0.490909606218338,False,False,0,0.25,0.3,0.9218956522123365,True
D00088,trial_T20190909_112912_154874,14,inventory,examine shelf 2,True,"You see the same items on shelf 2: cup 1, mug 2, peppershaker 1, and plate 2. Your inventory list remains unchanged.",0.997,0.22627165913581848,False,False,0,0.5,0.3,0.9175143684955379,True
D00089,trial_T20190909_112912_154874,22,open cabinet 7,open cabinet 7,False,Cabinet 7 is now open.,0.98,0.7717571258544922,False,False,0,0.0,0.9,0.9776085262639084,False
D00090,trial_T20190909_112912_154874,29,open cabinet 10,open cabinet 10,False,Cabinet 10 is now open.,0.997,0.7700409889221191,False,False,0,0.0,0.8,0.9928386188658896,False
D00091,trial_T20190908_042713_075616,0,go to fridge 1,go to fridge 1,False,"You are now in the fridge 1. You see a lettuce, a tomato, and a bottle of milk.",0.95,0.5793768763542175,False,False,0,0.0,0.8,0.9278173523960267,False
D00092,trial_T20190908_042713_075616,7,go to fridge 1,go to fridge 1,False,The fridge 1 is already open and contains the lettuce.,0.95,0.5656902194023132,False,False,0,0.5,0.3,0.8174038294999832,False
D00093,trial_T20190908_042713_075616,14,go to fridge 1,go to fridge 1,False,You are at fridge 1.,0.997,0.6648698449134827,True,True,0,0.0,0.3,0.9482324871365709,False
D00094,trial_T20190908_042713_075616,22,go to fridge 1,open cabinet 7,True,"In fridge 1, no lettuce is found.",0.95,0.35474061965942383,False,False,0,0.5,0.3,0.9322892662599779,False
D00095,trial_T20190908_042713_075616,29,go to fridge 1,open drawer 2,True,You are at fridge 1. Drawer 2 is closed.,0.95,0.5943085551261902,True,False,-1,0.5,0.3,0.942851074415083,False
D00096,trial_T20190906_181023_216915,0,go to cabinet 1,go to cabinet 1,False,"You are now in cabinet 1. Inside, you see a pan, a knife, and a spoon.",0.95,0.6784802079200745,False,False,0,0.0,0.7,0.9438667866450379,False
D00097,trial_T20190906_181023_216915,7,open cabinet 3,open cabinet 3,False,Cabinet 3 is now open.,0.95,0.7630887031555176,False,False,0,0.25,0.3,0.9984491574747475,False
D00098,trial_T20190906_181023_216915,14,go to cabinet 1,go to cabinet 2,True,You are at cabinet 1. Cabinet 1 is closed and contains no visible items.,0.95,0.6684037446975708,False,False,0,0.0,0.1,0.9587791746488735,False
D00099,trial_T20190906_181023_216915,22,open cabinet 7,open cabinet 7,False,Cabinet 7 is now open.,0.98,0.7717571258544922,False,False,0,0.25,0.3,0.9887821932828441,False
D00100,trial_T20190906_181023_216915,29,go to cabinet 1,go to cabinet 3,True,You arrive at cabinet 1. Cabinet 1 is closed and empty.,0.95,0.8014684915542603,False,False,0,0.0,0.3,0.937506722905446,False
D00101,trial_T20190909_004531_429065,0,go to cabinet 1,go to cabinet 1,False,"You are now in cabinet 1. Inside, you see a cool pot, a spoon, and a napkin.",0.95,0.6444491744041443,False,False,0,0.0,0.3,0.9218040393330651,False
D00102,trial_T20190909_004531_429065,7,examine cabinet 2,go to cabinet 1,True,You examine cabinet 2 but find no cool pot.,0.95,0.5719266533851624,False,False,0,0.25,0.7,0.9300126262524836,True
D00103,trial_T20190909_004531_429065,14,go to cabinet 1,go to cabinet 2,True,"You arrive at cabinet 1. On the cabinet 1, you see a knife 1, a lettuce 1, and a saltshaker 2.",0.1,0.8563401699066162,False,False,0,0.25,0.3,0.9827271334679923,False
D00104,trial_T20190909_004531_429065,22,inventory,inventory,False,You see a cool pot in your inventory.,0.95,0.27176767587661743,False,False,0,0.25,0.3,0.9933659255978162,True
D00105,trial_T20190909_004531_429065,29,go to cabinet 1,go to cabinet 1,False,go to cabinet 1,0.1,0.6153085231781006,False,False,0,0.5,0.3,0.9800694769189294,False
D00106,trial_T20190909_012524_159092,0,go to fridge 1,go to fridge 1,False,"You are now in the fridge 1. You see a tomato, a cheese, and a bottle of milk.",0.97,0.5802596211433411,False,False,0,0.0,0.9,0.9176553930548095,False
D00107,trial_T20190909_012524_159092,7,go to fridge 1,go to fridge 1,False,You are already in fridge 1. Nothing changes.,0.997,0.5878881812095642,False,False,0,0.0,0.3,0.8913927627175173,False
D00108,trial_T20190909_012524_159092,14,go to fridge 1,go to fridge 1,False,Already at fridge 1,0.95,0.4908548891544342,False,False,0,0.0,0.3,0.9684505662038998,False
D00109,trial_T20190909_012524_159092,22,open drawer 3,open drawer 3,False,Drawer 3 is now open.,0.98,0.7886073589324951,False,False,0,0.5,0.8,0.9850288509480849,False
D00110,trial_T20190909_012524_159092,29,examine tomato 1,go to fridge 1,True,"tomato 1 is ordinary, no special properties",0.997,0.8139809370040894,False,True,1,0.25,0.9,0.9076612723978112,True
D00111,trial_T20190908_122951_021026,0,go to fridge 1,go to fridge 1,False,"You are now in the fridge 1. You see a milk carton, a banana, a loaf of bread, and a package of eggs.",0.95,0.5783478617668152,False,False,0,0.0,0.9,0.8668183736126887,False
D00112,trial_T20190908_122951_021026,7,open cabinet 2,open cabinet 2,False,cabinet 2 is now open,0.95,0.7080357074737549,False,False,0,0.0,0.3,0.9907015164571965,False
D00113,trial_T20190908_122951_021026,14,go to fridge 1,go to fridge 1,False,You are at fridge 1.,0.98,0.6835061311721802,False,False,0,0.0,0.3,0.9212641153709165,False
D00114,trial_T20190908_122951_021026,22,go to fridge 1,go to fridge 1,False,You are at fridge 1.,0.997,0.6835061311721802,False,False,0,0.0,0.3,0.9676849453370461,False
D00115,trial_T20190908_122951_021026,29,go to fridge 1,go to fridge 1,False,You are at fridge 1.,0.997,0.6835061311721802,False,False,0,0.25,0.3,0.9890005199955556,False
D00116,trial_T20190909_090729_088825,0,go to microwave 1,go to coffeemachine 1,True,You are now at microwave 1.,0.95,0.773224949836731,True,True,0,0.0,0.8,0.9935924575472338,False
D00117,trial_T20190909_090729_088825,7,examine sidetable 1,examine sidetable 1,False,"On the sidetable 1, you see a knife 1, a mug 1, a soapbottle 1, a spoon 1, and a tomato 2.",1.0,1.0,False,False,0,0.5,1.0,0.9804593214749883,True
D00118,trial_T20190909_090729_088825,14,examine sidetable 1,examine sidetable 1,False,"On the sidetable 1, you see a knife 1, a mug 1, a soapbottle 1, a spoon 1, and a tomato 2.",0.99,1.0,False,False,0,0.5,1.0,0.9906660891166836,True
D00119,trial_T20190909_090729_088825,22,go to coffeemachine 1,examine sidetable 1,True,You are at coffeemachine 1.,0.95,0.7567192316055298,False,False,0,0.5,0.3,0.9840590232319989,False
D00120,trial_T20190909_090729_088825,29,examine sidetable 1,examine sidetable 1,False,"On the sidetable 1, you see a knife 1, a mug 1, a soapbottle 1, a spoon 1, and a tomato 2.",1.0,1.0,False,False,0,0.5,1.0,0.9758191933915855,True
D00121,trial_T20190907_201243_698086,0,go to fridge 1,go to fridge 1,False,"You are now in the fridge 1. You see a tomato, a cheese, and a bottle of milk.",0.97,0.5802596211433411,True,True,0,0.0,0.9,0.9040332700848618,False
D00122,trial_T20190907_201243_698086,2,take tomato 3 from fridge 1,take tomato 3 from fridge 1,False,You take tomato 3 from fridge 1.,0.997,0.91095370054245,True,True,0,0.0,0.9,0.9829572869008094,False
D00123,trial_T20190907_201243_698086,4,open microwave 1,open microwave 1,False,Microwave 1 is now open.,0.98,0.6985255479812622,True,True,0,0.25,0.9,0.9385286151937845,False
D00124,trial_T20190907_201243_698086,5,examine tomato 3,go to cabinet 1,True,You examine tomato 3 and notice it is ripe and intact.,0.95,0.6188797354698181,True,True,0,0.25,0.7,0.89560530461316,True
D00125,trial_T20190907_201243_698086,7,examine tomato 3,go to microwave 1,True,"On the diningtable 1, you see a bowl 2, a butterknife 2, a butterknife 1, a cup 2, a dishsponge 1, a glassbottle 2, a glassbottle 1, a knife 1, a mug 2, a mug 1, a peppershaker 3, a plate 1, a soapbottle 1, a tomato 1, and a heated tomato 3.",0.95,0.34140101075172424,True,True,0,0.25,0.3,0.9867391144385228,True
D00126,trial_T20190907_165826_194855,0,go to desk 1,go to dresser 1,True,"You are now at desk 1. Looking around, you see a lamp 1, a chair 1, and a bookshelf 1.",0.95,0.5840907096862793,True,False,-1,0.25,0.3,0.9625169501834195,False
D00127,trial_T20190907_165826_194855,7,inventory,go to dresser 1,True,You are now aware of the current contents of your inventory.,0.95,0.3477534055709839,False,True,1,0.5,0.3,0.9731375803848196,True
D00128,trial_T20190907_165826_194855,14,inventory,move alarmclock 3 to dresser 1,True,You see the alarmclock 3 is now on the dresser 1.,0.95,0.6820188760757446,False,False,0,0.25,0.3,0.8466081560603209,True
D00129,trial_T20190907_165826_194855,22,inventory,examine alarmclock 1,True,"You see a CD 3, a cellphone 1, and a desklamp 1 on the dresser 1.",0.95,0.34168797731399536,True,True,0,0.0,0.3,0.9977947268747529,True
D00130,trial_T20190907_165826_194855,29,go to drawer 1,go to dresser 1,True,Unable to move to drawer 1 as no drawer 1 is in the environment or accessible from dresser 1.,0.0,0.6756726503372192,False,False,0,0.5,0.3,0.871939371172576,False
D00131,trial_T20190907_201917_045715,0,go to dresser 1,go to dresser 1,False,You are now at the dresser 1.,0.997,0.6884769201278687,True,True,0,0.25,0.9,0.9305998405985916,False
D00132,trial_T20190907_201917_045715,4,open drawer 1,go to dresser 1,True,Drawer 1 is now open.,0.98,0.6764546632766724,False,True,1,0.25,0.9,0.9607368722663594,False
D00133,trial_T20190907_201917_045715,8,examine sidetable 1,examine sidetable 1,False,You examine sidetable 1 and notice creditcard 2 is visible on top.,0.95,0.7019616961479187,False,False,0,0.5,0.3,0.9185953259647136,True
D00134,trial_T20190907_201917_045715,12,examine creditcard 1,inventory,True,"You examine creditcard 1 and notice it has a black surface, a logo, and a chip on the back.",0.95,0.6331648230552673,False,True,1,0.0,0.3,0.8697325885559393,True
D00135,trial_T20190907_201917_045715,16,examine creditcard 2,move creditcard 2 to dresser 1,True,"You examine creditcard 2 and note its brand, expiration date, and card number.",0.95,0.5970132350921631,True,True,0,0.0,0.8,0.9523952129252592,True
